order_id,customer_id,customer_name,order_date,product_id,product_name,quantity,unit_price,discount%,total_price,payment_method,store_location,customer_email,phone_number,loyalty_status
2652,CUST-029,Beth Cannon,24-07-2023,PROD-134,screen protector,1,9.99,29,$7.09,Debit Card,"Philadelphia, PA",,(657) 861-3599,New
2493,CUST-065,Rose Rodriguez,10/12/23,PROD-134,Screen Protector,4,$9.99,14,34.37,Cash,"Los Angeles, CA",nicole50@example.net,(313) 984-4549,
2351,CUST-347,"Horton, Ebony",05-06-2023,PROD-089,Tablet Stand,1,24.99,10,22.49,Debit Card,"New York, NY",bcastillo@example.org,(757) 996-7450,Gold
1889,CUST-130,"Maldonado, William",07/06/23,PROD-145,portable charger,5,29.99,15,$127.46,PayPal,"Dallas, TX",wgray@example.net,(746) 673-3721,
1227,CUST-300,"Smith, Christopher",19/03/2023,PROD-045,Wireless Headphones,3,$59.99,4,172.77,Debit Card,"Los Angeles, CA",cassandra51@example.net,4458012143,Gold
2379,CUST-464,Jesse Davies,31-07-2023,PROD-045,wireless headphones,2,59.99,11%,119.98,PayPal,"New York, NY",johnsonrebecca@example.org,8904876701,
1166,CUST-477,"Li, Ronald",28/03/2023,PROD-156,Wireless Earbuds,2,79.99,12,$140.78,Cash,"San Jose, CA",kristina57@example.org,(305) 404-5558,
2476,CUST-283,"Farmer, Brittney",07/07/2023,PROD-123,phone case,4,19.99,27,58.37,Credit Card,"Philadelphia, PA",millerolivia@example.net,(866) 622-6426,Bronze
1286,CUST-451,"Estes, David",28-09-2023,PROD-123,Phone Case,1,19.99,6,$18.79,PayPal,"Dallas, TX",janicejohnson@example.com,9069748380,
1450,CUST-491,Eric Graham,2023-05-10,PROD-078,bluetooth speaker,1,34.95,7%,$34.95,Debit Card,"San Diego, CA",graysheila@example.org,(475) 564-9410,Bronze
1747,CUST-423,"Khan, Erik",2023-11-27,PROD-156,Wireless Earbuds,3,79.99,8,$220.77,Cash,"Philadelphia, PA",stacyryan@example.com,8336323254,New
2175,CUST-454,Tina Harris,12-05-2023,PROD-078,BLUETOOTH SPEAKER,2,34.95,8,$64.31,Debit Card,"San Antonio, TX",,(408) 618-9012,New
2575,CUST-283,"Farmer, Brittney",31-12-2023,PROD-067,Fitness Tracker,3,$49.5,16,$124.74,PayPal,"San Antonio, TX",millerolivia@example.net,(866) 622-6426,Bronze
2461,CUST-050,"Schmidt, Margaret",06/04/2023,PROD-045,wireless headphones,2,$59.99,16,$100.78,PayPal,"Houston, TX",carrie64@example.org,(763) 335-1504,New
2876,CUST-434,"Johnston, Brittany",08/05/2023,PROD-134,Screen Protector,2,$9.99,21,15.78,Debit Card,"Chicago, IL",kathygarner@example.com,7822953860,
2124,CUST-343,"Sanders, Charles",04/03/2023,PROD-045,Wireless Headphones,1,$59.99,17,49.79,Credit Card,"Chicago, IL",hcollins@example.com,(761) 932-8900,
1263,CUST-112,"Vega, Christina",02/11/2023,PROD-067,fitness tracker,3,49.5,18%,148.5,Credit Card,"New York, NY",debbie12@example.org,7364766729,
2617,CUST-441,"Thompson, Tiffany",05/01/23,PROD-102,USB-C Cable,2,12.99,8,23.9,Cash,"San Jose, CA",zjames@example.com,8318246644,
2035,CUST-353,Joshua Barton,2023-03-17,PROD-078,bluetooth speaker,2,$34.95,2,$68.5,Debit Card,"Houston, TX",aschwartz@example.net,(795) 263-6351,New
1273,CUST-406,"Weaver, Steve",10/26/23,PROD-145,Portable Charger,1,29.99,4,$28.79,PayPal,"San Antonio, TX",,6283264532,
2671,CUST-465,"Adams, Mary",2023-09-26,PROD-078,Bluetooth Speaker,5,$34.95,5%,$174.75,Credit Card,"Los Angeles, CA",saramurray@example.com,(204) 997-6634,Gold
1531,CUST-482,"Jackson, Maria",10/29/23,PROD-102,USB-C Cable,4,$12.99,13,45.21,Cash,"Chicago, IL",rollinsdavid@example.com,(708) 974-4806,New
1328,CUST-340,"Smith, Ashley",02-06-2023,PROD-078,Bluetooth Speaker,2,34.95,20,$55.92,Credit Card,"Los Angeles, CA",pmayo@example.net,(621) 963-4301,Bronze
2796,CUST-272,Victoria Jackson,2023-12-25,PROD-045,Wireless Headphones,3,59.99,14,154.77,Debit Card,"Philadelphia, PA",sarahflores@example.org,(490) 766-9773,
2295,CUST-347,"Horton, Ebony",08/15/23,PROD-134,Screen Protector,1,$9.99,3,$9.69,PayPal,"Dallas, TX",bcastillo@example.org,(757) 996-7450,Gold
2175,CUST-454,Tina Harris,12-05-2023,PROD-078,BLUETOOTH SPEAKER,2,34.95,8,$64.31,Debit Card,"San Antonio, TX",,(408) 618-9012,New
2521,CUST-484,Megan Hernandez,16/01/2023,PROD-067,fitness tracker,3,49.5,17,$123.25,PayPal,"Chicago, IL",ihall@example.org,9407004896,
2197,CUST-036,Melanie Taylor,2023-02-01,PROD-145,Portable Charger,2,$29.99,9,54.58,PayPal,"San Jose, CA",davenportrodney@example.net,(924) 864-5393,
2259,CUST-359,"Hill, Laurie",21/06/2023,PROD-156,Wireless Earbuds,2,$79.99,28,$115.19,PayPal,"Dallas, TX",angel66@example.net,8047159882,New
2718,CUST-401,Mackenzie Parker,05-02-2023,PROD-089,Tablet Stand,4,24.99,2,$97.96,Credit Card,"San Antonio, TX",evaughn@example.net,2232687084,
2221,CUST-433,"Salinas, Mark",11-14-2023,PROD-145,Portable Charger,3,$29.99,0%,89.97,Credit Card,"Dallas, TX",brendagordon@example.net,(332) 500-4786,
1188,CUST-458,"Smith, Stephanie",01/09/23,PROD-102,usb-c cable,3,$12.99,8,35.85,PayPal,"San Antonio, TX",jenniferwalker@example.com,(669) 430-1410,Silver
2233,CUST-229,"Stein, Raven",12/15/2023,PROD-112,Smart Watch,1,$129.99,9,118.29,Cash,"Philadelphia, PA",,(274) 539-3316,
1414,CUST-018,"Mason, Peter",07/22/23,PROD-089,Tablet Stand,5,$24.99,5,118.7,Debit Card,"Chicago, IL",victoria97@example.net,(433) 892-3474,Gold
1221,CUST-395,"Brown, Amanda",11-08-2023,PROD-102,USB-C Cable,2,$12.99,14,$22.34,Cash,"San Jose, CA",,(906) 845-2689,New
2859,CUST-178,"Cowan, Danielle",10/03/23,PROD-045,Wireless Headphones,5,59.99,19,$242.96,Credit Card,"Dallas, TX",garciafrank@example.com,4152053808,
2792,CUST-182,"Murphy, Tim",2023-04-17,PROD-134,Screen Protector,5,$9.99,26,$36.96,Credit Card,"Phoenix, AZ",nealchristopher@example.net,2304056980,Silver
1899,CUST-376,"Anderson, Meghan",19/03/2023,PROD-145,Portable Charger,13,$29.99,30,272.91,Credit Card,"San Jose, CA",kelleylevi@example.net,4627173724,Silver
1990,CUST-217,"Nguyen, Susan",07/06/23,PROD-067,Fitness Tracker,1,$49.5,21,$39.11,Cash,"San Antonio, TX",rodriguezpaul@example.net,6532189886,Gold
1799,CUST-226,Jerome Sellers,01/28/23,PROD-156,WirelessEarbuds,4,$79.99,21,252.77,PayPal,"Philadelphia, PA",millervictor@example.com,(659) 502-6633,
1713,CUST-385,"Adams, Daniel",02-03-2023,PROD-089,tablet stand,2,$24.99,24,$37.98,Credit Card,"Philadelphia, PA",,(477) 466-3511,Bronze
2587,CUST-215,Evan Mendoza,05/07/23,PROD-089,TabletStand,2,24.99,10%,49.98,PayPal,"Dallas, TX",carterlaura@example.net,8497522947,Gold
1803,CUST-381,"Jenkins, Nicholas",10-07-2023,PROD-145,Portable Charger,1,$29.99,3,29.09,Credit Card,"Phoenix, AZ",rhonda78@example.com,5562932448,Silver
2954,CUST-011,"Vargas, Melissa",02/11/2023,PROD-067,Fitness Tracker,5,49.5,9,225.22,Cash,"San Jose, CA",pattersonkelly@example.org,7337574355,
1034,CUST-026,"Brown, Donald",03/26/2023,PROD-134,Screen Protector,1,$9.99,28%,9.99,PayPal,"Philadelphia, PA",ikelley@example.org,9995845717,Gold
1900,CUST-305,"Hernandez, Jennifer",2023-11-11,PROD-123,Phone Case,5,19.99,14,$85.96,Credit Card,"Phoenix, AZ",michael34@example.net,4558417636,
1341,CUST-420,"Brandt, Jessica",11/27/2023,PROD-156,WirelessEarbuds,4,$79.99,29%,$319.96,Debit Card,"San Jose, CA",,(407) 468-2549,Bronze
2185,CUST-456,"Turner, Zachary",08/04/2023,PROD-112,SMART WATCH,5,129.99,N/A,649.95,PayPal,"Philadelphia, PA",jacob37@example.com,4928936403,Silver
1483,CUST-440,"Hernandez, Erica",2023-04-05,PROD-102,USB-C Cable,1,$12.99,27,9.48,Debit Card,"Los Angeles, CA",savagejamie@example.net,(898) 307-3441,Silver
1808,CUST-372,Andrew Perez,2023-02-04,PROD-045,Wireless Headphones,1,59.99,0%,59.99,Cash,"Philadelphia, PA",uturner@example.net,9589364243,Bronze
2633,CUST-075,Connie Mendoza,09-17-2023,PROD-145,portable charger,3,29.99,27,65.68,PayPal,"San Diego, CA",nathan52@example.org,7416365342,
1415,CUST-300,"Smith, Christopher",12-07-2023,PROD-045,wireless headphones,1,59.99,16,$50.39,Cash,"New York, NY",cassandra51@example.net,4458012143,Gold
1975,CUST-459,"White, Laura",05/28/23,PROD-134,SCREEN PROTECTOR,3,$9.99,5,$28.47,PayPal,"New York, NY",,(889) 747-1755,
1404,CUST-227,Kristen Davila,03-31-2023,PROD-134,Screen Protector,1,$9.99,3,$9.69,Debit Card,"New York, NY",,8329722690,Gold
2753,CUST-188,"Jimenez, Darren",2023-07-11,PROD-045,Wireless Headphones,1,59.99,25,$44.99,PayPal,"San Jose, CA",floresashley@example.org,(354) 804-7392,
2980,CUST-097,"Delacruz, Karen",05/19/2023,PROD-156,Wireless Earbuds,3,$79.99,15,$203.97,Cash,"Houston, TX",,(206) 551-1623,
1699,CUST-139,"Smith, Ashley",06-05-2023,PROD-112,smart watch,4,129.99,22,405.57,Debit Card,"Houston, TX",henrymichael@example.net,(433) 711-6976,
2319,CUST-133,Amanda Mills,2023-01-28,PROD-078,Bluetooth Speaker,5,34.95,N/A,$174.75,PayPal,"San Diego, CA",crystal23@example.net,(761) 780-2737,
2434,CUST-345,"Aguilar, Bradley",11/14/23,PROD-045,wireless headphones,4,$59.99,21,$189.57,Credit Card,"Chicago, IL",elizabethjones@example.net,(708) 220-3264,
1299,CUST-128,"Brown, Beth",02-10-2023,PROD-102,USB-C Cable,4,$12.99,11,46.24,Debit Card,"San Jose, CA",victordavis@example.org,4867019854,
1828,CUST-492,"Reyes, Gregory",2023-06-24,PROD-134,screen protector,4,9.99,18,$32.77,Debit Card,"Houston, TX",nwerner@example.com,(257) 215-3668,
1774,CUST-365,Drew Stafford,22-03-2023,PROD-145,Portable Charger,1,$29.99,20,23.99,PayPal,"Chicago, IL",xarmstrong@example.net,(974) 934-6864,
2767,CUST-311,"Phillips, Isaiah",18-02-2023,PROD-078,Bluetooth Speaker,1,$34.95,N/A,34.95,Cash,"Houston, TX",oprice@example.net,(524) 726-1202,
2437,CUST-032,"Smith, Joshua",11-04-2023,PROD-123,PHONE CASE,3,19.99,8,55.17,Debit Card,"San Diego, CA",,8454192227,
1892,CUST-107,Amy Hardy,04/02/2023,PROD-045,Wireless Headphones,2,$59.99,27%,$119.98,Cash,"New York, NY",kaustin@example.org,(863) 212-7041,New
2395,CUST-080,"Frazier, Sheila",19-12-2023,PROD-045,Wireless Headphones,2,$59.99,30,$83.99,Credit Card,"San Diego, CA",christina02@example.org,(940) 623-9541,
2333,CUST-054,"Ramos, Stacy",13-08-2023,PROD-112,smart watch,3,129.99,13,$339.27,Cash,"Philadelphia, PA",,(266) 479-7599,Gold
1720,CUST-315,Kathleen Long,01/21/2023,PROD-134,Screen Protector,1,$9.99,24,7.59,Debit Card,"San Jose, CA",msanders@example.net,(455) 690-8367,
2052,CUST-268,"Greene, Joyce",02/09/2023,PROD-067,Fitness Tracker,5,$49.5,12,217.8,PayPal,"Los Angeles, CA",jason44@example.net,4585258102,
1056,CUST-069,Alexis Smith,2023-11-08,PROD-112,smart watch,1,129.99,N/A,$129.99,PayPal,"San Jose, CA",margaret71@example.org,9557359965,Silver
1361,CUST-281,"Garza, Brent",01/06/2023,PROD-078,Bluetooth Speaker,5,34.95,N/A,$174.75,Credit Card,"Houston, TX",,(820) 404-7578,
2268,CUST-053,"Booth, Yolanda",2023-09-24,PROD-078,Bluetooth Speaker,2,$34.95,30%,$69.9,Credit Card,"San Antonio, TX",richardpayne@example.com,4508109767,
2546,CUST-310,"Scott, Jeffrey",31-05-2023,PROD-067,Fitness Tracker,5,49.5,15,210.38,Debit Card,"Phoenix, AZ",rivasjennifer@example.net,(419) 386-6150,
1153,CUST-361,"Allen, Timothy",04/25/2023,PROD-134,Screen Protector,4,9.99,21%,39.96,Credit Card,"New York, NY",,(526) 458-9988,Bronze
1863,CUST-475,"Davis, Christopher",2023-08-22,PROD-045,Wireless Headphones,5,$59.99,8,275.95,Cash,"Phoenix, AZ",andrew40@example.com,(283) 712-5556,New
2583,CUST-311,"Phillips, Isaiah",09/24/2023,PROD-145,Portable Charger,4,29.99,N/A,$119.96,Debit Card,"Phoenix, AZ",oprice@example.net,(524) 726-1202,
1429,CUST-022,"Foster, Brittany",30/10/2023,PROD-112,SMART WATCH,11,$129.99,5%,1429.89,PayPal,"Houston, TX",stevenpierce@example.net,2385298516,New
2475,CUST-101,Ashley Alvarez,2023-04-18,PROD-067,Fitness Tracker,2,49.5,27,$72.27,Cash,"San Antonio, TX",watkinsadam@example.org,(396) 311-7819,Bronze
1518,CUST-169,"Patel, Patricia",20-12-2023,PROD-045,Wireless Headphones,6,$59.99,19,291.55,PayPal,"Dallas, TX",,(778) 236-2350,Bronze
1181,CUST-066,"Martin, Matthew",2023-05-03,PROD-123,Phone Case,4,19.99,7,$74.36,Cash,"San Diego, CA",,8957437314,Bronze
1874,CUST-281,"Garza, Brent",05/20/2023,PROD-145,Portable Charger,5,$29.99,23,$115.46,Cash,"Chicago, IL",,(820) 404-7578,
1784,CUST-260,"Griffin, Tonya",10/08/2023,PROD-102,USB-C Cable,2,12.99,12,22.86,Cash,"Chicago, IL",lucasweiss@example.net,4939861072,Bronze
2683,CUST-267,"Wilson, Karl",07-20-2023,PROD-089,Tablet Stand,4,$24.99,4%,$99.96,Credit Card,"Chicago, IL",robert24@example.com,(876) 480-3938,Silver
2849,CUST-447,Ashley Montgomery,16-05-2023,PROD-067,Fitness Tracker,1,49.5,28,35.64,Debit Card,"Houston, TX",garciathomas@example.org,(750) 863-5566,
1464,CUST-416,"Ruiz, Daniel",16-08-2023,PROD-045,wireless headphones,4,59.99,12,211.16,PayPal,"Chicago, IL",erin09@example.net,(268) 240-6649,
1420,CUST-282,Elizabeth Murphy,08-07-2023,PROD-145,Portable Charger,5,29.99,10,$134.95,Debit Card,"Dallas, TX",ibeck@example.org,(378) 541-4604,
2053,CUST-385,"Adams, Daniel",11/08/23,PROD-134,Screen Protector,3,$9.99,8,$27.57,PayPal,"Houston, TX",,(477) 466-3511,Bronze
1472,CUST-298,"Deleon, Joseph",09/07/2023,PROD-134,Screen Protector,1,9.99,5,$9.49,PayPal,"Phoenix, AZ",benjaminberry@example.net,(969) 728-1721,New
1732,CUST-164,Christian Jenkins,26-07-2023,PROD-102,USB-C Cable,1,$12.99,14%,12.99,Credit Card,"Houston, TX",crawfordmaurice@example.com,(373) 684-3688,
1917,CUST-311,"Phillips, Isaiah",09/08/2023,PROD-045,Wireless Headphones,3,59.99,13,156.57,Cash,"Chicago, IL",oprice@example.net,(524) 726-1202,
1974,CUST-430,Kelsey Duncan,08-10-2023,PROD-156,Wireless Earbuds,3,79.99,8%,$239.97,Cash,"New York, NY",zwood@example.com,2728593798,
1788,CUST-346,"Bryant, Michelle",04/10/23,PROD-089,Tablet Stand,5,24.99,20%,124.95,Credit Card,"San Antonio, TX",,(495) 304-8725,Silver
1158,CUST-165,Leslie Allen,04/28/2023,PROD-156,WIRELESS EARBUDS,3,79.99,10%,239.97,Credit Card,"San Diego, CA",ulove@example.org,(258) 933-2724,Bronze
1348,CUST-455,"Conway, Rachel",05/10/2023,PROD-156,Wireless Earbuds,2,79.99,10%,159.98,Cash,"New York, NY",,8598412984,
1471,CUST-337,Donald Mendoza,11-09-2023,PROD-067,Fitness Tracker,5,49.5,28,178.2,Credit Card,"Houston, TX",,8612102184,Bronze
1359,CUST-256,Gina Riley,2023-01-24,PROD-123,phone case,1,19.99,N/A,$19.99,PayPal,"Dallas, TX",,(588) 894-1754,Gold
1182,CUST-432,"Colon, Eric",2023-05-21,PROD-089,tablet stand,4,$24.99,5,$94.96,PayPal,"Chicago, IL",,(508) 814-6351,Silver
2939,CUST-218,"Richard, Elizabeth",11-14-2023,PROD-112,Smart Watch,3,$129.99,29,$276.88,Debit Card,"Houston, TX",kwheeler@example.com,6877996696,New
1078,CUST-393,"Stewart, Ashley",10-09-2023,PROD-134,Screen Protector,5,$9.99,11,$44.46,Cash,"Dallas, TX",pburke@example.net,2762849236,New
2240,CUST-071,"Hodge, Desiree",07/03/2023,PROD-078,Bluetooth Speaker,1,$34.95,N/A,34.95,PayPal,"Los Angeles, CA",,2743988507,Bronze
2187,CUST-224,"Butler, Amanda",07/29/2023,PROD-067,Fitness Tracker,3,49.5,1%,148.5,PayPal,"Houston, TX",,4119612678,
1608,CUST-352,"Wright, Melinda",01-10-2023,PROD-123,Phone Case,5,19.99,2,$97.95,Credit Card,"San Antonio, TX",abigailramirez@example.net,4727455712,
2818,CUST-441,"Thompson, Tiffany",01/11/2023,PROD-045,wireless headphones,3,59.99,8,165.57,PayPal,"New York, NY",zjames@example.com,8318246644,
2098,CUST-094,"Morales, Gloria",04-15-2023,PROD-067,FitnessTracker,2,49.5,16%,99.0,Cash,"Houston, TX",williamscourtney@example.net,5888059045,
2516,CUST-322,"Bowers, Mary",03-05-2023,PROD-045,WIRELESS HEADPHONES,2,$59.99,6,112.78,PayPal,"Dallas, TX",gvincent@example.org,(244) 353-9850,Silver
1952,CUST-363,"Beck, Colin",10/14/23,PROD-145,Portable Charger,1,29.99,29%,29.99,Credit Card,"Phoenix, AZ",burgessshannon@example.net,(588) 429-6275,Silver
2397,CUST-433,"Salinas, Mark",02/24/23,PROD-134,Screen Protector,1,9.99,N/A,9.99,Debit Card,"San Jose, CA",brendagordon@example.net,(332) 500-4786,
1977,CUST-164,Christian Jenkins,30/04/2023,PROD-112,Smart Watch,4,129.99,20%,$519.96,Credit Card,"Chicago, IL",crawfordmaurice@example.com,(373) 684-3688,
1144,CUST-319,"Decker, Kimberly",12/16/23,PROD-067,fitness tracker,5,49.5,0,247.5,PayPal,"Philadelphia, PA",,(755) 299-1734,
1247,CUST-383,"James, Deanna",2023-04-29,PROD-145,Portable Charger,1,$29.99,26,$22.19,PayPal,"San Antonio, TX",ytrujillo@example.com,(783) 522-3395,
1633,CUST-198,"Harris, Steven",09/11/23,PROD-089,Tablet Stand,1,24.99,26,18.49,Debit Card,"San Antonio, TX",peter95@example.org,7376635373,Bronze
2508,CUST-107,Amy Hardy,05-06-2023,PROD-134,Screen Protector,3,9.99,30%,29.97,Debit Card,"Phoenix, AZ",kaustin@example.org,(863) 212-7041,New
1751,CUST-081,"Morales, Marissa",24-11-2023,PROD-112,Smart Watch,2,129.99,9%,259.98,Cash,"San Diego, CA",daltonespinoza@example.net,7063699981,
1080,CUST-113,Michelle Blackburn,10/19/2023,PROD-078,Bluetooth Speaker,5,$34.95,5%,$174.75,Cash,"Philadelphia, PA",mariah15@example.net,(623) 436-6524,
2507,CUST-297,Brad Christian,10-06-2023,PROD-145,Portable Charger,2,$29.99,0,$59.98,Debit Card,"Chicago, IL",,6969792472,Gold
2955,CUST-076,"Harris, Joshua",11/29/23,PROD-078,BLUETOOTH SPEAKER,3,34.95,9,$95.41,Cash,"Houston, TX",rmills@example.org,(327) 913-2180,Gold
2813,CUST-493,"Cobb, Jessica",12/16/2023,PROD-112,Smart Watch,1,129.99,1,$128.69,Debit Card,"Dallas, TX",donaldrodriguez@example.org,9144001978,
2672,CUST-474,"Freeman, Richard",02/12/23,PROD-145,Portable Charger,2,$29.99,5,$56.98,Debit Card,"San Jose, CA",baileyandre@example.com,3663038221,
1238,CUST-350,"Thompson, Stephen",29-11-2023,PROD-156,WIRELESS EARBUDS,4,79.99,11,284.76,PayPal,"San Jose, CA",washingtonwilliam@example.net,9488882121,
2128,CUST-248,"Mata, Danielle",2023-03-07,PROD-089,TABLET STAND,5,$24.99,18,102.46,Debit Card,"Dallas, TX",petersennathan@example.org,9102633226,
1041,CUST-047,"Ortiz, Alexandra",10/20/2023,PROD-078,Bluetooth Speaker,3,$34.95,18%,$104.85,PayPal,"Dallas, TX",john63@example.org,3635351952,New
2417,CUST-144,"Martinez, Noah",07-11-2023,PROD-102,USB-C CABLE,1,$12.99,N/A,$12.99,Cash,"Chicago, IL",,(214) 607-3647,
2855,CUST-441,"Thompson, Tiffany",24/06/2023,PROD-123,Phone Case,3,19.99,22,46.78,Cash,"Los Angeles, CA",zjames@example.com,8318246644,
2081,CUST-382,"Harris, Raymond",12/03/2023,PROD-078,Bluetooth Speaker,3,$34.95,26,77.59,PayPal,"San Jose, CA",prestoncindy@example.com,(470) 780-1198,Silver
2880,CUST-070,"Richards, Joseph",03/02/23,PROD-134,Screen Protector,5,9.99,30,$34.96,Credit Card,"Los Angeles, CA",omarquez@example.org,7204455089,Gold
2314,CUST-440,"Hernandez, Erica",2023-10-11,PROD-067,Fitness Tracker,3,$49.5,8%,148.5,PayPal,"San Antonio, TX",savagejamie@example.net,(898) 307-3441,Silver
2137,CUST-467,"Medina, Shelby",09-18-2023,PROD-089,tablet stand,2,$24.99,25,$37.48,PayPal,"Chicago, IL",evelyndavis@example.com,(799) 272-4773,Bronze
1292,CUST-153,Scott Garcia,02-20-2023,PROD-089,tablet stand,4,24.99,25%,$99.96,PayPal,"Philadelphia, PA",millerjeffrey@example.com,7009413520,New
1517,CUST-419,"Lopez, Elizabeth",21-05-2023,PROD-123,Phone Case,1,19.99,26,$14.79,PayPal,"San Jose, CA",scottfelicia@example.net,(213) 659-4117,
2347,CUST-212,Daniel Cruz,05/11/2023,PROD-078,Bluetooth Speaker,2,$34.95,17,58.02,PayPal,"Chicago, IL",,(380) 231-1276,
1337,CUST-448,"Williams, Shawn",12/04/2023,PROD-078,Bluetooth Speaker,4,34.95,22,109.04,Cash,"San Antonio, TX",antonio06@example.org,(981) 824-7079,
1329,CUST-322,"Bowers, Mary",2023-08-31,PROD-145,Portable Charger,1,29.99,12%,$29.99,Debit Card,"San Antonio, TX",gvincent@example.org,(244) 353-9850,Silver
2635,CUST-290,Darren Martinez,15-10-2023,PROD-102,USB-C Cable,2,12.99,30,18.19,PayPal,"Los Angeles, CA",jennifer16@example.net,3568044112,
1931,CUST-339,"Preston, Victor",01-21-2023,PROD-102,usb-c cable,3,$12.99,N/A,$38.97,Debit Card,"Chicago, IL",jesse01@example.com,(808) 926-1490,Bronze
1380,CUST-235,Mike Carlson,09/08/23,PROD-134,screen protector,2,9.99,9,$18.18,Debit Card,"San Jose, CA",donaldsweeney@example.net,7358312222,
1203,CUST-216,"Townsend, Michael",07-04-2023,PROD-112,Smart Watch,5,$129.99,1,643.45,PayPal,"San Diego, CA",taylorsmith@example.org,(726) 668-1326,New
1389,CUST-189,"Watson, Samuel",03-04-2023,PROD-112,Smart Watch,4,$129.99,N/A,$519.96,Cash,"Phoenix, AZ",smithjoshua@example.net,2795401993,Gold
2489,CUST-195,Brandon Rodriguez,06-01-2023,PROD-112,Smart Watch,5,$129.99,22,506.96,PayPal,"Phoenix, AZ",baileyrichard@example.net,(835) 485-1014,
2330,CUST-084,"Williams, John",08-02-2023,PROD-112,Smart Watch,3,129.99,25,$292.48,Cash,"Philadelphia, PA",jenniferjohnston@example.org,(855) 789-1304,Bronze
2703,CUST-317,"Holland, Robert",07/09/2023,PROD-145,portable charger,2,29.99,N/A,59.98,Credit Card,"San Jose, CA",guzmanashley@example.org,6168717802,New
2784,CUST-396,Rebecca Delgado,09/07/23,PROD-045,WIRELESS HEADPHONES,14,59.99,29,596.3,Debit Card,"San Antonio, TX",,8142235688,New
2144,CUST-397,"Black, Kim",08-10-2023,PROD-045,Wireless Headphones,1,59.99,N/A,59.99,Credit Card,"Houston, TX",nelsonlisa@example.com,6973238973,New
1836,CUST-014,Denise Garcia,20-05-2023,PROD-134,Screen Protector,2,$9.99,26,14.79,Credit Card,"San Diego, CA",,(786) 602-5432,New
2103,CUST-080,"Frazier, Sheila",05/10/23,PROD-123,Phone Case,1,19.99,N/A,19.99,Debit Card,"Los Angeles, CA",christina02@example.org,(940) 623-9541,
1085,CUST-396,Rebecca Delgado,2023-10-26,PROD-045,Wireless Headphones,3,59.99,20,$143.98,Credit Card,"San Antonio, TX",,8142235688,New
2465,CUST-392,"Robinson, Christina",04-08-2023,PROD-045,wireless headphones,3,$59.99,0%,$179.97,PayPal,"Dallas, TX",jbates@example.net,(712) 203-6842,New
1435,CUST-425,"Hayes, Antonio",06-08-2023,PROD-089,Tablet Stand,2,24.99,13,43.48,Cash,"New York, NY",,(739) 775-7711,
1806,CUST-161,"Allen, Amy",25-09-2023,PROD-134,Screen Protector,2,9.99,N/A,$19.98,Cash,"Houston, TX",,(607) 642-2187,Bronze
1492,CUST-037,Shannon Arroyo,09/01/2023,PROD-134,Screen Protector,5,$9.99,N/A,$49.95,Cash,"Phoenix, AZ",jenniferrobinson@example.com,(253) 725-5907,
1805,CUST-339,"Preston, Victor",07/20/23,PROD-078,Bluetooth Speaker,1,34.95,21,27.61,PayPal,"Chicago, IL",jesse01@example.com,(808) 926-1490,Bronze
1684,CUST-093,"Saunders, Eric",09/01/23,PROD-134,Screen Protector,1,9.99,26,7.39,PayPal,"Los Angeles, CA",patricia22@example.com,(365) 491-7284,
1170,CUST-220,"Williams, Chelsea",18/01/2023,PROD-089,TABLET STAND,1,24.99,23,19.24,PayPal,"Chicago, IL",claytonsusan@example.net,(253) 553-2255,
2119,CUST-072,"Mccullough, Brittney",05/01/23,PROD-156,Wireless Earbuds,15,$79.99,4,$1151.86,Cash,"Houston, TX",ericagarcia@example.org,3835311013,
1857,CUST-334,Tiffany Cole,01/09/23,PROD-089,Tablet Stand,2,$24.99,N/A,49.98,PayPal,"New York, NY",,(996) 318-1567,Gold
2584,CUST-175,Roberto Wagner,06-29-2023,PROD-112,Smart Watch,4,129.99,25,$389.97,PayPal,"San Jose, CA",hammondchristina@example.net,(740) 769-9171,Bronze
1160,CUST-092,Wendy Mason,10/25/2023,PROD-134,Screen Protector,2,$9.99,24,15.18,Debit Card,"Chicago, IL",cory14@example.net,(759) 476-9891,Silver
2816,CUST-163,"Haney, Terrance",2023-07-25,PROD-089,Tablet Stand,2,24.99,14,42.98,Cash,"Chicago, IL",,(398) 256-7797,
1440,CUST-266,Christian Erickson,29/08/2023,PROD-156,Wireless Earbuds,5,$79.99,9%,399.95,Credit Card,"Dallas, TX",acostamegan@example.net,6173494843,Gold
2839,CUST-054,"Ramos, Stacy",09/23/23,PROD-102,USB-C Cable,4,12.99,26,38.45,Cash,"Philadelphia, PA",,(266) 479-7599,Gold
1241,CUST-314,"Lowe, Steven",11/14/2023,PROD-067,fitness tracker,2,49.5,24,75.24,Credit Card,"Houston, TX",hoopereddie@example.org,6992521712,Silver
2823,CUST-374,"Huffman, Kyle",03/23/2023,PROD-067,fitness tracker,1,49.5,7,46.03,Credit Card,"San Diego, CA",smiththomas@example.com,8672237210,Silver
1765,CUST-240,"Nguyen, Joshua",2023-10-31,PROD-145,Portable Charger,1,$29.99,21,23.69,Cash,"New York, NY",randyskinner@example.org,(875) 656-1338,
1925,CUST-091,"Collins, Michelle",05-03-2023,PROD-145,portable charger,1,29.99,25%,29.99,Credit Card,"San Jose, CA",,6658183585,
